Date,Crop,Market,Price,Unit
2024-03-10,Maize,Owino,1312.0,kg
2024-03-11,Maize,Owino,1274.0,kg
2024-03-12,Maize,Owino,1304.0,kg
2024-03-13,Maize,Owino,1282.0,kg
2024-03-14,Maize,Owino,1263.0,kg
2024-03-15,Maize,Owino,1257.0,kg
2024-03-16,Maize,Owino,1305.0,kg
2024-03-17,Maize,Owino,1293.0,kg
2024-03-18,Maize,Owino,1302.0,kg
2024-03-19,Maize,Owino,1245.0,kg
2024-03-20,Maize,Owino,1276.0,kg
2024-03-21,Maize,Owino,1297.0,kg
2024-03-22,Maize,Owino,1255.0,kg
2024-03-23,Maize,Owino,1291.0,kg
2024-03-24,Maize,Owino,1312.0,kg
2024-03-25,Maize,Owino,1328.0,kg
2024-03-26,Maize,Owino,1259.0,kg
2024-03-27,Maize,Owino,1367.0,kg
2024-03-28,Maize,Owino,1339.0,kg
2024-03-29,Maize,Owino,1311.0,kg
2024-03-30,Maize,Owino,1268.0,kg
2024-03-31,Maize,Owino,1320.0,kg
2024-04-01,Maize,Owino,1322.0,kg
2024-04-02,Maize,Owino,1348.0,kg
2024-04-03,Maize,Owino,1307.0,kg
2024-04-04,Maize,Owino,1335.0,kg
2024-04-05,Maize,Owino,1297.0,kg
2024-04-06,Maize,Owino,1330.0,kg
2024-04-07,Maize,Owino,1326.0,kg
2024-04-08,Maize,Owino,1362.0,kg
2024-04-09,Maize,Owino,1377.0,kg
2024-04-10,Maize,Owino,1340.0,kg
2024-04-11,Maize,Owino,1294.0,kg
2024-04-12,Maize,Owino,1289.0,kg
2024-04-13,Maize,Owino,1397.0,kg
2024-04-14,Maize,Owino,1295.0,kg
2024-04-15,Maize,Owino,1342.0,kg
2024-04-16,Maize,Owino,1300.0,kg
2024-04-17,Maize,Owino,1279.0,kg
2024-04-18,Maize,Owino,1343.0,kg
2024-04-19,Maize,Owino,1363.0,kg
2024-04-20,Maize,Owino,1262.0,kg
2024-04-21,Maize,Owino,1354.0,kg
2024-04-22,Maize,Owino,1342.0,kg
2024-04-23,Maize,Owino,1354.0,kg
2024-04-24,Maize,Owino,1385.0,kg
2024-04-25,Maize,Owino,1359.0,kg
2024-04-26,Maize,Owino,1358.0,kg
2024-04-27,Maize,Owino,1253.0,kg
2024-04-28,Maize,Owino,1334.0,kg
2024-04-29,Maize,Owino,1302.0,kg
2024-04-30,Maize,Owino,1305.0,kg
2024-05-01,Maize,Owino,1320.0,kg
2024-05-02,Maize,Owino,1399.0,kg
2024-05-03,Maize,Owino,1298.0,kg
2024-05-04,Maize,Owino,1315.0,kg
2024-05-05,Maize,Owino,1293.0,kg
2024-05-06,Maize,Owino,1295.0,kg
2024-05-07,Maize,Owino,1284.0,kg
2024-05-08,Maize,Owino,1294.0,kg
2024-05-09,Maize,Owino,1316.0,kg
2024-05-10,Maize,Owino,1441.0,kg
2024-05-11,Maize,Owino,1280.0,kg
2024-05-12,Maize,Owino,1256.0,kg
2024-05-13,Maize,Owino,1355.0,kg
2024-05-14,Maize,Owino,1442.0,kg
2024-05-15,Maize,Owino,1410.0,kg
2024-05-16,Maize,Owino,1325.0,kg
2024-05-17,Maize,Owino,1280.0,kg
2024-05-18,Maize,Owino,1337.0,kg
2024-05-19,Maize,Owino,1318.0,kg
2024-05-20,Maize,Owino,1353.0,kg
2024-05-21,Maize,Owino,1346.0,kg
2024-05-22,Maize,Owino,1326.0,kg
2024-05-23,Maize,Owino,1358.0,kg
2024-05-24,Maize,Owino,1288.0,kg
2024-05-25,Maize,Owino,1290.0,kg
2024-05-26,Maize,Owino,1349.0,kg
2024-05-27,Maize,Owino,1326.0,kg
2024-05-28,Maize,Owino,1220.0,kg
2024-05-29,Maize,Owino,1326.0,kg
2024-05-30,Maize,Owino,1276.0,kg
2024-05-31,Maize,Owino,1265.0,kg
2024-06-01,Maize,Owino,1341.0,kg
2024-06-02,Maize,Owino,1200.0,kg
2024-06-03,Maize,Owino,1296.0,kg
2024-06-04,Maize,Owino,1305.0,kg
2024-06-05,Maize,Owino,1271.0,kg
2024-06-06,Maize,Owino,1236.0,kg
2024-06-07,Maize,Owino,1312.0,kg
2024-06-08,Maize,Owino,1286.0,kg
2024-06-09,Maize,Owino,1234.0,kg
2024-06-10,Maize,Owino,1205.0,kg
2024-06-11,Maize,Owino,1243.0,kg
2024-06-12,Maize,Owino,1308.0,kg
2024-06-13,Maize,Owino,1265.0,kg
2024-06-14,Maize,Owino,1153.0,kg
2024-06-15,Maize,Owino,1271.0,kg
2024-06-16,Maize,Owino,1189.0,kg
2024-06-17,Maize,Owino,1275.0,kg
2024-06-18,Maize,Owino,1242.0,kg
2024-06-19,Maize,Owino,1194.0,kg
2024-06-20,Maize,Owino,1201.0,kg
2024-06-21,Maize,Owino,1282.0,kg
2024-06-22,Maize,Owino,1216.0,kg
2024-06-23,Maize,Owino,1136.0,kg
2024-06-24,Maize,Owino,1213.0,kg
2024-06-25,Maize,Owino,1272.0,kg
2024-06-26,Maize,Owino,1155.0,kg
2024-06-27,Maize,Owino,1161.0,kg
2024-06-28,Maize,Owino,1232.0,kg
2024-06-29,Maize,Owino,1182.0,kg
2024-06-30,Maize,Owino,1194.0,kg
2024-07-01,Maize,Owino,1190.0,kg
2024-07-02,Maize,Owino,1178.0,kg
2024-07-03,Maize,Owino,1168.0,kg
2024-07-04,Maize,Owino,1215.0,kg
2024-07-05,Maize,Owino,1146.0,kg
2024-07-06,Maize,Owino,1152.0,kg
2024-07-07,Maize,Owino,1171.0,kg
2024-07-08,Maize,Owino,1126.0,kg
2024-07-09,Maize,Owino,1137.0,kg
2024-07-10,Maize,Owino,1152.0,kg
2024-07-11,Maize,Owino,1155.0,kg
2024-07-12,Maize,Owino,1149.0,kg
2024-07-13,Maize,Owino,1162.0,kg
2024-07-14,Maize,Owino,1086.0,kg
2024-07-15,Maize,Owino,1144.0,kg
2024-07-16,Maize,Owino,1121.0,kg
2024-07-17,Maize,Owino,1156.0,kg
2024-07-18,Maize,Owino,1135.0,kg
2024-07-19,Maize,Owino,1172.0,kg
2024-07-20,Maize,Owino,1098.0,kg
2024-07-21,Maize,Owino,1191.0,kg
2024-07-22,Maize,Owino,1118.0,kg
2024-07-23,Maize,Owino,1132.0,kg
2024-07-24,Maize,Owino,1061.0,kg
2024-07-25,Maize,Owino,1148.0,kg
2024-07-26,Maize,Owino,1147.0,kg
2024-07-27,Maize,Owino,1090.0,kg
2024-07-28,Maize,Owino,1094.0,kg
2024-07-29,Maize,Owino,1102.0,kg
2024-07-30,Maize,Owino,1155.0,kg
2024-07-31,Maize,Owino,1115.0,kg
2024-08-01,Maize,Owino,1097.0,kg
2024-08-02,Maize,Owino,1105.0,kg
2024-08-03,Maize,Owino,1107.0,kg
2024-08-04,Maize,Owino,1108.0,kg
2024-08-05,Maize,Owino,1047.0,kg
2024-08-06,Maize,Owino,1155.0,kg
2024-08-07,Maize,Owino,1074.0,kg
2024-08-08,Maize,Owino,1040.0,kg
2024-08-09,Maize,Owino,1014.0,kg
2024-08-10,Maize,Owino,950.0,kg
2024-08-11,Maize,Owino,1030.0,kg
2024-08-12,Maize,Owino,1067.0,kg
2024-08-13,Maize,Owino,1071.0,kg
2024-08-14,Maize,Owino,1039.0,kg
2024-08-15,Maize,Owino,1093.0,kg
2024-08-16,Maize,Owino,1055.0,kg
2024-08-17,Maize,Owino,1110.0,kg
2024-08-18,Maize,Owino,971.0,kg
2024-08-19,Maize,Owino,1007.0,kg
2024-08-20,Maize,Owino,1016.0,kg
2024-08-21,Maize,Owino,1016.0,kg
2024-08-22,Maize,Owino,1007.0,kg
2024-08-23,Maize,Owino,1031.0,kg
2024-08-24,Maize,Owino,1078.0,kg
2024-08-25,Maize,Owino,1024.0,kg
2024-08-26,Maize,Owino,1009.0,kg
2024-08-27,Maize,Owino,990.0,kg
2024-08-28,Maize,Owino,1129.0,kg
2024-08-29,Maize,Owino,1082.0,kg
2024-08-30,Maize,Owino,989.0,kg
2024-08-31,Maize,Owino,1011.0,kg
2024-09-01,Maize,Owino,1050.0,kg
2024-09-02,Maize,Owino,1051.0,kg
2024-09-03,Maize,Owino,1001.0,kg
2024-09-04,Maize,Owino,1061.0,kg
2024-09-05,Maize,Owino,1013.0,kg
2024-09-06,Maize,Owino,1090.0,kg
2024-09-07,Maize,Owino,986.0,kg
2024-09-08,Maize,Owino,1030.0,kg
2024-09-09,Maize,Owino,1029.0,kg
2024-09-10,Maize,Owino,1025.0,kg
2024-09-11,Maize,Owino,998.0,kg
2024-09-12,Maize,Owino,1032.0,kg
2024-09-13,Maize,Owino,1027.0,kg
2024-09-14,Maize,Owino,1056.0,kg
2024-09-15,Maize,Owino,1088.0,kg
2024-09-16,Maize,Owino,1021.0,kg
2024-09-17,Maize,Owino,963.0,kg
2024-09-18,Maize,Owino,1000.0,kg
2024-09-19,Maize,Owino,1023.0,kg
2024-09-20,Maize,Owino,976.0,kg
2024-09-21,Maize,Owino,1009.0,kg
2024-09-22,Maize,Owino,1036.0,kg
2024-09-23,Maize,Owino,999.0,kg
2024-09-24,Maize,Owino,1099.0,kg
2024-09-25,Maize,Owino,996.0,kg
2024-09-26,Maize,Owino,1044.0,kg
2024-09-27,Maize,Owino,963.0,kg
2024-09-28,Maize,Owino,1046.0,kg
2024-09-29,Maize,Owino,1028.0,kg
2024-09-30,Maize,Owino,981.0,kg
2024-10-01,Maize,Owino,1049.0,kg
2024-10-02,Maize,Owino,1076.0,kg
2024-10-03,Maize,Owino,1053.0,kg
2024-10-04,Maize,Owino,1088.0,kg
2024-10-05,Maize,Owino,1056.0,kg
2024-10-06,Maize,Owino,956.0,kg
2024-10-07,Maize,Owino,1043.0,kg
2024-10-08,Maize,Owino,1062.0,kg
2024-10-09,Maize,Owino,1038.0,kg
2024-10-10,Maize,Owino,1050.0,kg
2024-10-11,Maize,Owino,1126.0,kg
2024-10-12,Maize,Owino,1036.0,kg
2024-10-13,Maize,Owino,1062.0,kg
2024-10-14,Maize,Owino,1059.0,kg
2024-10-15,Maize,Owino,1018.0,kg
2024-10-16,Maize,Owino,1061.0,kg
2024-10-17,Maize,Owino,990.0,kg
2024-10-18,Maize,Owino,1070.0,kg
2024-10-19,Maize,Owino,1076.0,kg
2024-10-20,Maize,Owino,1084.0,kg
2024-10-21,Maize,Owino,1075.0,kg
2024-10-22,Maize,Owino,1045.0,kg
2024-10-23,Maize,Owino,1095.0,kg
2024-10-24,Maize,Owino,1044.0,kg
2024-10-25,Maize,Owino,1103.0,kg
2024-10-26,Maize,Owino,1116.0,kg
2024-10-27,Maize,Owino,1089.0,kg
2024-10-28,Maize,Owino,1057.0,kg
2024-10-29,Maize,Owino,1136.0,kg
2024-10-30,Maize,Owino,1108.0,kg
2024-10-31,Maize,Owino,1135.0,kg
2024-11-01,Maize,Owino,1063.0,kg
2024-11-02,Maize,Owino,1115.0,kg
2024-11-03,Maize,Owino,1111.0,kg
2024-11-04,Maize,Owino,1136.0,kg
2024-11-05,Maize,Owino,1063.0,kg
2024-11-06,Maize,Owino,1101.0,kg
2024-11-07,Maize,Owino,1116.0,kg
2024-11-08,Maize,Owino,1175.0,kg
2024-11-09,Maize,Owino,1166.0,kg
2024-11-10,Maize,Owino,1104.0,kg
2024-11-11,Maize,Owino,1120.0,kg
2024-11-12,Maize,Owino,1058.0,kg
2024-11-13,Maize,Owino,1139.0,kg
2024-11-14,Maize,Owino,1206.0,kg
2024-11-15,Maize,Owino,1239.0,kg
2024-11-16,Maize,Owino,1123.0,kg
2024-11-17,Maize,Owino,1115.0,kg
2024-11-18,Maize,Owino,1232.0,kg
2024-11-19,Maize,Owino,1172.0,kg
2024-11-20,Maize,Owino,1209.0,kg
2024-11-21,Maize,Owino,1222.0,kg
2024-11-22,Maize,Owino,1204.0,kg
2024-11-23,Maize,Owino,1193.0,kg
2024-11-24,Maize,Owino,1209.0,kg
2024-11-25,Maize,Owino,1242.0,kg
2024-11-26,Maize,Owino,1247.0,kg
2024-11-27,Maize,Owino,1243.0,kg
2024-11-28,Maize,Owino,1225.0,kg
2024-11-29,Maize,Owino,1228.0,kg
2024-11-30,Maize,Owino,1257.0,kg
2024-12-01,Maize,Owino,1235.0,kg
2024-12-02,Maize,Owino,1247.0,kg
2024-12-03,Maize,Owino,1187.0,kg
2024-12-04,Maize,Owino,1201.0,kg
2024-12-05,Maize,Owino,1299.0,kg
2024-12-06,Maize,Owino,1242.0,kg
2024-12-07,Maize,Owino,1251.0,kg
2024-12-08,Maize,Owino,1290.0,kg
2024-12-09,Maize,Owino,1298.0,kg
2024-12-10,Maize,Owino,1349.0,kg
2024-12-11,Maize,Owino,1217.0,kg
2024-12-12,Maize,Owino,1226.0,kg
2024-12-13,Maize,Owino,1310.0,kg
2024-12-14,Maize,Owino,1344.0,kg
2024-12-15,Maize,Owino,1372.0,kg
2024-12-16,Maize,Owino,1327.0,kg
2024-12-17,Maize,Owino,1307.0,kg
2024-12-18,Maize,Owino,1321.0,kg
2024-12-19,Maize,Owino,1304.0,kg
2024-12-20,Maize,Owino,1403.0,kg
2024-12-21,Maize,Owino,1320.0,kg
2024-12-22,Maize,Owino,1243.0,kg
2024-12-23,Maize,Owino,1289.0,kg
2024-12-24,Maize,Owino,1348.0,kg
2024-12-25,Maize,Owino,1356.0,kg
2024-12-26,Maize,Owino,1359.0,kg
2024-12-27,Maize,Owino,1262.0,kg
2024-12-28,Maize,Owino,1341.0,kg
2024-12-29,Maize,Owino,1393.0,kg
2024-12-30,Maize,Owino,1353.0,kg
2024-12-31,Maize,Owino,1398.0,kg
2025-01-01,Maize,Owino,1336.0,kg
2025-01-02,Maize,Owino,1375.0,kg
2025-01-03,Maize,Owino,1359.0,kg
2025-01-04,Maize,Owino,1374.0,kg
2025-01-05,Maize,Owino,1378.0,kg
2025-01-06,Maize,Owino,1405.0,kg
2025-01-07,Maize,Owino,1454.0,kg
2025-01-08,Maize,Owino,1468.0,kg
2025-01-09,Maize,Owino,1486.0,kg
2025-01-10,Maize,Owino,1415.0,kg
2025-01-11,Maize,Owino,1432.0,kg
2025-01-12,Maize,Owino,1413.0,kg
2025-01-13,Maize,Owino,1451.0,kg
2025-01-14,Maize,Owino,1405.0,kg
2025-01-15,Maize,Owino,1404.0,kg
2025-01-16,Maize,Owino,1449.0,kg
2025-01-17,Maize,Owino,1385.0,kg
2025-01-18,Maize,Owino,1465.0,kg
2025-01-19,Maize,Owino,1427.0,kg
2025-01-20,Maize,Owino,1384.0,kg
2025-01-21,Maize,Owino,1438.0,kg
2025-01-22,Maize,Owino,1492.0,kg
2025-01-23,Maize,Owino,1488.0,kg
2025-01-24,Maize,Owino,1453.0,kg
2025-01-25,Maize,Owino,1516.0,kg
2025-01-26,Maize,Owino,1460.0,kg
2025-01-27,Maize,Owino,1438.0,kg
2025-01-28,Maize,Owino,1413.0,kg
2025-01-29,Maize,Owino,1486.0,kg
2025-01-30,Maize,Owino,1525.0,kg
2025-01-31,Maize,Owino,1474.0,kg
2025-02-01,Maize,Owino,1485.0,kg
2025-02-02,Maize,Owino,1499.0,kg
2025-02-03,Maize,Owino,1415.0,kg
2025-02-04,Maize,Owino,1501.0,kg
2025-02-05,Maize,Owino,1472.0,kg
2025-02-06,Maize,Owino,1489.0,kg
2025-02-07,Maize,Owino,1504.0,kg
2025-02-08,Maize,Owino,1550.0,kg
2025-02-09,Maize,Owino,1466.0,kg
2025-02-10,Maize,Owino,1513.0,kg
2025-02-11,Maize,Owino,1405.0,kg
2025-02-12,Maize,Owino,1496.0,kg
2025-02-13,Maize,Owino,1477.0,kg
2025-02-14,Maize,Owino,1518.0,kg
2025-02-15,Maize,Owino,1551.0,kg
2025-02-16,Maize,Owino,1496.0,kg
2025-02-17,Maize,Owino,1541.0,kg
2025-02-18,Maize,Owino,1461.0,kg
2025-02-19,Maize,Owino,1549.0,kg
2025-02-20,Maize,Owino,1599.0,kg
2025-02-21,Maize,Owino,1500.0,kg
2025-02-22,Maize,Owino,1405.0,kg
2025-02-23,Maize,Owino,1424.0,kg
2025-02-24,Maize,Owino,1430.0,kg
2025-02-25,Maize,Owino,1410.0,kg
2025-02-26,Maize,Owino,1438.0,kg
2025-02-27,Maize,Owino,1504.0,kg
2025-02-28,Maize,Owino,1561.0,kg
2025-03-01,Maize,Owino,1559.0,kg
2025-03-02,Maize,Owino,1497.0,kg
2025-03-03,Maize,Owino,1510.0,kg
2025-03-04,Maize,Owino,1573.0,kg
2025-03-05,Maize,Owino,1560.0,kg
2025-03-06,Maize,Owino,1462.0,kg
2025-03-07,Maize,Owino,1564.0,kg
2025-03-08,Maize,Owino,1561.0,kg
2025-03-09,Maize,Owino,1529.0,kg
2025-03-10,Maize,Owino,1480.0,kg
2025-03-11,Maize,Owino,1523.0,kg
2025-03-12,Maize,Owino,1494.0,kg
2025-03-13,Maize,Owino,1529.0,kg
2025-03-14,Maize,Owino,1427.0,kg
2025-03-15,Maize,Owino,1476.0,kg
2025-03-16,Maize,Owino,1476.0,kg
2025-03-17,Maize,Owino,1494.0,kg
2025-03-18,Maize,Owino,1496.0,kg
2025-03-19,Maize,Owino,1494.0,kg
2025-03-20,Maize,Owino,1402.0,kg
2025-03-21,Maize,Owino,1459.0,kg
2025-03-22,Maize,Owino,1486.0,kg
2025-03-23,Maize,Owino,1455.0,kg
2025-03-24,Maize,Owino,1450.0,kg
2025-03-25,Maize,Owino,1487.0,kg
2025-03-26,Maize,Owino,1556.0,kg
2025-03-27,Maize,Owino,1419.0,kg
2025-03-28,Maize,Owino,1443.0,kg
2025-03-29,Maize,Owino,1481.0,kg
2025-03-30,Maize,Owino,1395.0,kg
2025-03-31,Maize,Owino,1485.0,kg
2025-04-01,Maize,Owino,1405.0,kg
2025-04-02,Maize,Owino,1455.0,kg
2025-04-03,Maize,Owino,1464.0,kg
2025-04-04,Maize,Owino,1418.0,kg
2025-04-05,Maize,Owino,1521.0,kg
2025-04-06,Maize,Owino,1391.0,kg
2025-04-07,Maize,Owino,1435.0,kg
2025-04-08,Maize,Owino,1461.0,kg
2025-04-09,Maize,Owino,1439.0,kg
2025-04-10,Maize,Owino,1443.0,kg
2025-04-11,Maize,Owino,1368.0,kg
2025-04-12,Maize,Owino,1495.0,kg
2025-04-13,Maize,Owino,1458.0,kg
2025-04-14,Maize,Owino,1444.0,kg
2025-04-15,Maize,Owino,1390.0,kg
2025-04-16,Maize,Owino,1433.0,kg
2025-04-17,Maize,Owino,1436.0,kg
2025-04-18,Maize,Owino,1468.0,kg
2025-04-19,Maize,Owino,1446.0,kg
2025-04-20,Maize,Owino,1361.0,kg
2025-04-21,Maize,Owino,1474.0,kg
2025-04-22,Maize,Owino,1411.0,kg
2025-04-23,Maize,Owino,1354.0,kg
2025-04-24,Maize,Owino,1448.0,kg
2025-04-25,Maize,Owino,1395.0,kg
2025-04-26,Maize,Owino,1393.0,kg
2025-04-27,Maize,Owino,1386.0,kg
2025-04-28,Maize,Owino,1319.0,kg
2025-04-29,Maize,Owino,1396.0,kg
2025-04-30,Maize,Owino,1439.0,kg
2025-05-01,Maize,Owino,1457.0,kg
2025-05-02,Maize,Owino,1353.0,kg
2025-05-03,Maize,Owino,1340.0,kg
2025-05-04,Maize,Owino,1320.0,kg
2025-05-05,Maize,Owino,1307.0,kg
2025-05-06,Maize,Owino,1363.0,kg
2025-05-07,Maize,Owino,1354.0,kg
2025-05-08,Maize,Owino,1370.0,kg
2025-05-09,Maize,Owino,1426.0,kg
2025-05-10,Maize,Owino,1307.0,kg
2025-05-11,Maize,Owino,1362.0,kg
2025-05-12,Maize,Owino,1382.0,kg
2025-05-13,Maize,Owino,1390.0,kg
2025-05-14,Maize,Owino,1317.0,kg
2025-05-15,Maize,Owino,1331.0,kg
2025-05-16,Maize,Owino,1357.0,kg
2025-05-17,Maize,Owino,1354.0,kg
2025-05-18,Maize,Owino,1359.0,kg
2025-05-19,Maize,Owino,1388.0,kg
2025-05-20,Maize,Owino,1290.0,kg
2025-05-21,Maize,Owino,1283.0,kg
2025-05-22,Maize,Owino,1306.0,kg
2025-05-23,Maize,Owino,1327.0,kg
2025-05-24,Maize,Owino,1369.0,kg
2025-05-25,Maize,Owino,1296.0,kg
2025-05-26,Maize,Owino,1313.0,kg
2025-05-27,Maize,Owino,1283.0,kg
2025-05-28,Maize,Owino,1313.0,kg
2025-05-29,Maize,Owino,1377.0,kg
2025-05-30,Maize,Owino,1249.0,kg
2025-05-31,Maize,Owino,1181.0,kg
2025-06-01,Maize,Owino,1286.0,kg
2025-06-02,Maize,Owino,1296.0,kg
2025-06-03,Maize,Owino,1301.0,kg
2025-06-04,Maize,Owino,1302.0,kg
2025-06-05,Maize,Owino,1265.0,kg
2025-06-06,Maize,Owino,1281.0,kg
2025-06-07,Maize,Owino,1232.0,kg
2025-06-08,Maize,Owino,1272.0,kg
2025-06-09,Maize,Owino,1245.0,kg
2025-06-10,Maize,Owino,1292.0,kg
2025-06-11,Maize,Owino,1266.0,kg
2025-06-12,Maize,Owino,1217.0,kg
2025-06-13,Maize,Owino,1194.0,kg
2025-06-14,Maize,Owino,1202.0,kg
2025-06-15,Maize,Owino,1233.0,kg
2025-06-16,Maize,Owino,1253.0,kg
2025-06-17,Maize,Owino,1213.0,kg
2025-06-18,Maize,Owino,1290.0,kg
2025-06-19,Maize,Owino,1217.0,kg
2025-06-20,Maize,Owino,1184.0,kg
2025-06-21,Maize,Owino,1247.0,kg
2025-06-22,Maize,Owino,1231.0,kg
2025-06-23,Maize,Owino,1179.0,kg
2025-06-24,Maize,Owino,1220.0,kg
2025-06-25,Maize,Owino,1299.0,kg
2025-06-26,Maize,Owino,1140.0,kg
2025-06-27,Maize,Owino,1232.0,kg
2025-06-28,Maize,Owino,1157.0,kg
2025-06-29,Maize,Owino,1151.0,kg
2025-06-30,Maize,Owino,1270.0,kg
2025-07-01,Maize,Owino,1208.0,kg
2025-07-02,Maize,Owino,1185.0,kg
2025-07-03,Maize,Owino,1176.0,kg
2025-07-04,Maize,Owino,1222.0,kg
2025-07-05,Maize,Owino,1245.0,kg
2025-07-06,Maize,Owino,1179.0,kg
2025-07-07,Maize,Owino,1141.0,kg
2025-07-08,Maize,Owino,1227.0,kg
2025-07-09,Maize,Owino,1174.0,kg
2025-07-10,Maize,Owino,1161.0,kg
2025-07-11,Maize,Owino,1180.0,kg
2025-07-12,Maize,Owino,1182.0,kg
2025-07-13,Maize,Owino,1189.0,kg
2025-07-14,Maize,Owino,1137.0,kg
2025-07-15,Maize,Owino,1146.0,kg
2025-07-16,Maize,Owino,1201.0,kg
2025-07-17,Maize,Owino,1144.0,kg
2025-07-18,Maize,Owino,1180.0,kg
2025-07-19,Maize,Owino,1199.0,kg
2025-07-20,Maize,Owino,1184.0,kg
2025-07-21,Maize,Owino,1222.0,kg
2025-07-22,Maize,Owino,1205.0,kg
2025-07-23,Maize,Owino,1183.0,kg
2025-07-24,Maize,Owino,1144.0,kg
2025-07-25,Maize,Owino,1236.0,kg
2025-07-26,Maize,Owino,1160.0,kg
2025-07-27,Maize,Owino,1165.0,kg
2025-07-28,Maize,Owino,1142.0,kg
2025-07-29,Maize,Owino,1193.0,kg
2025-07-30,Maize,Owino,1212.0,kg
2025-07-31,Maize,Owino,1173.0,kg
2025-08-01,Maize,Owino,1256.0,kg
2025-08-02,Maize,Owino,1223.0,kg
2025-08-03,Maize,Owino,1207.0,kg
2025-08-04,Maize,Owino,1206.0,kg
2025-08-05,Maize,Owino,1106.0,kg
2025-08-06,Maize,Owino,1152.0,kg
2025-08-07,Maize,Owino,1210.0,kg
2025-08-08,Maize,Owino,1218.0,kg
2025-08-09,Maize,Owino,1076.0,kg
2025-08-10,Maize,Owino,1147.0,kg
2025-08-11,Maize,Owino,1172.0,kg
2025-08-12,Maize,Owino,1175.0,kg
2025-08-13,Maize,Owino,1196.0,kg
2025-08-14,Maize,Owino,1195.0,kg
2025-08-15,Maize,Owino,1127.0,kg
2025-08-16,Maize,Owino,1237.0,kg
2025-08-17,Maize,Owino,1152.0,kg
2025-08-18,Maize,Owino,1191.0,kg
2025-08-19,Maize,Owino,1231.0,kg
2025-08-20,Maize,Owino,1215.0,kg
2025-08-21,Maize,Owino,1196.0,kg
2025-08-22,Maize,Owino,1114.0,kg
2025-08-23,Maize,Owino,1224.0,kg
2025-08-24,Maize,Owino,1203.0,kg
2025-08-25,Maize,Owino,1234.0,kg
2025-08-26,Maize,Owino,1189.0,kg
2025-08-27,Maize,Owino,1196.0,kg
2025-08-28,Maize,Owino,1259.0,kg
2025-08-29,Maize,Owino,1247.0,kg
2025-08-30,Maize,Owino,1188.0,kg
2025-08-31,Maize,Owino,1259.0,kg
2025-09-01,Maize,Owino,1225.0,kg
2025-09-02,Maize,Owino,1128.0,kg
2025-09-03,Maize,Owino,1257.0,kg
2025-09-04,Maize,Owino,1214.0,kg
2025-09-05,Maize,Owino,1270.0,kg
2025-09-06,Maize,Owino,1237.0,kg
2025-09-07,Maize,Owino,1253.0,kg
2025-09-08,Maize,Owino,1267.0,kg
2025-09-09,Maize,Owino,1243.0,kg
2025-09-10,Maize,Owino,1214.0,kg
2025-09-11,Maize,Owino,1247.0,kg
2025-09-12,Maize,Owino,1329.0,kg
2025-09-13,Maize,Owino,1312.0,kg
2025-09-14,Maize,Owino,1283.0,kg
2025-09-15,Maize,Owino,1290.0,kg
2025-09-16,Maize,Owino,1311.0,kg
2025-09-17,Maize,Owino,1306.0,kg
2025-09-18,Maize,Owino,1263.0,kg
2025-09-19,Maize,Owino,1321.0,kg
2025-09-20,Maize,Owino,1304.0,kg
2025-09-21,Maize,Owino,1314.0,kg
2025-09-22,Maize,Owino,1320.0,kg
2025-09-23,Maize,Owino,1243.0,kg
2025-09-24,Maize,Owino,1304.0,kg
2025-09-25,Maize,Owino,1333.0,kg
